1
100000 100000
BDGHF 47.06% 64.09% 83.09%
BDGHG 44.54% 13.99% 83.07%
BDGHH 57.01% 90.80% 96.74%
BDGHI 34.60% 80.71% 9.91%
BDGHJ 11.76% 88.31% 52.77%
BDGIA 67.47% 14.97% 2.90%
BDGIB 49.28% 37.43% 99.47%
BDGIC 71.19% 27.20% 86.88%
BDGID 38.82% 43.87% 52.41%
BDGIE 23.88% 36.56% 86.95%
BDGIF 98.76% 19.65% 86.13%
BDGIG 12.75% 13.50% 43.97%
BDGIH 3.54% 10.23% 88.51%
BDGII 84.26% 20.14% 56.31%
BDGIJ 83.35% 83.71% 90.91%
BDGJA 98.32% 97.40% 13.45%
BDGJB 46.53% 96.87% 80.92%
BDGJC 73.74% 83.74% 40.99%
BDGJD 28.39% 46.94% 12.17%
BDGJE 64.95% 33.88% 61.78%
BDGJF 84.60% 30.80% 85.67%
BDGJG 98.11% 74.77% 84.42%
BDGJH 8.33% 74.07% 7.95%
BDGJI 39.27% 30.37% 11.50%
BDGJJ 22.97% 32.06% 6.54%
BDHAA 31.15% 45.52% 0.67%
BDHAB 28.01% 37.22% 98.99%
BDHAC 22.54% 78.21% 45.51%
BDHAD 69.48% 1.16% 30.03%
BDHAE 14.14% 62.95% 58.42%
BDHAF 44.94% 59.40% 34.16%
BDHAG 19.71% 54.60% 18.75%
BDHAH 93.78% 62.56% 27.64%
BDHAI 34.93% 84.85% 46.77%
BDHAJ 66.99% 2.17% 86.04%
BDHBA 23.29% 2.84% 19.79%
BDHBB 60.52% 12.61% 50.94%
BDHBC 38.72% 58.12% 89.75%
BDHBD 50.68% 98.95% 12.28%
BDHBE 13.62% 68.15% 92.55%
BDHBF 83.81% 2.30% 6.68%
BDHBG 38.40% 31.85% 62.42%
BDHBH 11.74% 59.49% 82.13%
BDHBI 7.37% 6.25% 86.69%
BDHBJ 9.54% 3.07% 32.40%
BDHCA 23.17% 33.65% 99.39%
BDHCB 35.78% 95.39% 33.47%
BDHCC 4.69% 85.13% 93.99%
BDHCD 3.63% 8.19% 43.49%
BDHCE 82.57% 0.73% 94.17%
BDHCF 84.88% 18.20% 18.57%
BDHCG 27.51% 80.62% 2.37%
BDHCH 87.00% 73.53% 51.57%
BDHCI 4.04% 71.00% 74.10%
BDHCJ 17.90% 3.39% 81.48%
BDHDA 62.35% 13.57% 1.80%
BDHDB 57.73% 47.04% 24.98%
BDHDC 53.64% 41.02% 71.55%
BDHDD 72.62% 95.30% 76.24%
BDHDE 84.14% 89.47% 90.66%
BDHDF 2.33% 18.82% 73.23%
BDHDG 82.96% 31.99% 68.89%
BDHDH 56.48% 83.56% 96.40%
BDHDI 27.48% 57.65% 94.18%
BDHDJ 30.87% 49.91% 9.00%
BDHEA 55.23% 51.72% 26.91%
BDHEB 2.26% 87.49% 0.04%
BDHEC 43.28% 59.03% 68.56%
BDHED 49.37% 35.27% 22.19%
BDHEE 38.83% 36.71% 5.59%
BDHEF 68.44% 20.72% 89.73%
BDHEG 0.42% 0.39% 92.06%
BDHEH 83.98% 7.57% 75.01%
BDHEI 52.42% 1.75% 42.28%
BDHEJ 2.32% 21.54% 80.55%
BDHFA 64.83% 59.24% 11.41%
BDHFB 52.31% 59.28% 66.65%
BDHFC 11.34% 27.83% 79.70%
BDHFD 57.40% 60.81% 33.77%
BDHFE 4.89% 66.40% 83.14%
BDHFF 25.62% 56.12% 21.96%
BDHFG 26.01% 58.97% 1.18%
BDHFH 33.59% 44.76% 1.61%
BDHFI 46.13% 87.04% 85.59%
BDHFJ 67.67% 67.58% 48.79%
BDHGA 37.70% 89.79% 61.91%
BDHGB 96.98% 67.22% 26.73%
BDHGC 24.81% 46.91% 79.05%
BDHGD 96.41% 91.47% 1.17%
BDHGE 62.81% 74.60% 58.57%
BDHGF 29.71% 7.34% 63.46%
BDHGG 99.47% 8.53% 99.87%
BDHGH 44.23% 10.14% 25.88%
BDHGI 42.05% 6.51% 70.26%
BDHGJ 20.42% 66.10% 16.38%
BDHHA 20.99% 28.00% 94.84%
BDHHB 88.21% 54.73% 32.53%
BDHHC 45.90% 44.56% 40.30%
BDHHD 37.37% 45.73% 65.11%
BDHHE 22.75% 15.08% 61.51%
BDHHF 30.10% 89.34% 35.10%
BDHHG 38.63% 89.20% 75.61%
BDHHH 59.56% 15.07% 75.07%
BDHHI 66.07% 96.12% 19.29%
BDHHJ 32.16% 23.28% 72.14%
BDHIA 70.95% 18.12% 92.56%
BDHIB 25.68% 61.44% 13.54%
BDHIC 81.03% 1.73% 12.53%
BDHID 37.55% 77.63% 69.22%
BDHIE 52.63% 49.93% 17.37%
BDHIF 41.96% 85.03% 40.13%
BDHIG 31.16% 60.63% 70.23%
BDHIH 57.02% 46.49% 19.64%
BDHII 53.14% 76.57% 79.20%
BDHIJ 76.42% 48.70% 56.05%
BDHJA 5.32% 52.04% 99.01%
BDHJB 77.56% 76.37% 69.95%
BDHJC 79.29% 88.90% 6.41%
BDHJD 56.92% 68.91% 87.45%
BDHJE 17.63% 86.28% 35.78%
BDHJF 2.65% 37.19% 88.41%
BDHJG 74.08% 18.20% 41.16%
BDHJH 31.35% 48.63% 83.11%
BDHJI 7.91% 38.61% 40.12%
BDHJJ 56.62% 94.67% 4.04%
BDIAA 19.44% 93.67% 91.26%
BDIAB 95.82% 74.40% 7.36%
BDIAC 95.50% 80.82% 84.92%
BDIAD 75.19% 79.05% 64.21%
BDIAE 61.47% 14.82% 31.91%
BDIAF 9.44% 14.01% 49.54%
BDIAG 27.65% 55.17% 62.98%
BDIAH 87.07% 38.27% 47.84%
BDIAI 25.68% 89.19% 79.19%
BDIAJ 20.34% 93.23% 97.90%
BDIBA 24.79% 95.27% 65.30%
BDIBB 99.19% 2.63% 84.74%
BDIBC 90.79% 87.55% 91.34%
BDIBD 69.83% 62.54% 86.84%
BDIBE 95.44% 5.23% 62.02%
BDIBF 9.45% 65.56% 34.27%
BDIBG 64.62% 28.54% 54.51%
BDIBH 13.68% 87.17% 82.16%
BDIBI 2.86% 77.15% 69.22%
BDIBJ 6.87% 75.04% 94.90%
BDICA 12.93% 51.12% 26.02%
BDICB 15.56% 35.85% 61.60%
BDICC 3.10% 27.19% 60.79%
BDICD 76.44% 24.81% 62.36%
BDICE 81.67% 86.83% 32.19%
BDICF 47.23% 31.89% 27.62%
BDICG 86.56% 86.40% 37.07%
BDICH 84.51% 79.34% 12.48%
BDICI 61.65% 59.34% 36.95%
BDICJ 47.47% 65.03% 39.81%
BDIDA 98.59% 91.05% 57.47%
BDIDB 45.23% 52.65% 70.40%
BDIDC 72.42% 24.22% 85.96%
BDIDD 8.01% 86.58% 99.86%
BDIDE 94.84% 29.55% 87.08%
BDIDF 37.51% 67.97% 68.74%
BDIDG 23.90% 5.03% 15.96%
BDIDH 14.02% 28.30% 13.30%
BDIDI 73.37% 65.25% 97.82%
BDIDJ 38.39% 15.84% 59.46%
BDIEA 40.22% 84.11% 17.72%
BDIEB 92.87% 54.50% 27.09%
BDIEC 27.87% 51.25% 72.32%
BDIED 14.45% 61.89% 55.52%
BDIEE 54.79% 48.96% 63.53%
BDIEF 22.75% 28.48% 69.16%
BDIEG 38.58% 55.24% 6.66%
BDIEH 66.88% 68.54% 41.36%
BDIEI 42.92% 66.35% 55.38%
BDIEJ 69.55% 36.60% 28.74%
BDIFA 53.65% 54.32% 77.92%
BDIFB 8.15% 81.41% 18.14%
BDIFC 70.19% 64.52% 21.79%
BDIFD 32.07% 20.03% 49.67%
BDIFE 91.82% 83.57% 74.91%
BDIFF 20.29% 52.72% 29.69%
BDIFG 75.53% 59.38% 52.45%
BDIFH 44.07% 11.52% 91.03%
BDIFI 21.20% 66.91% 68.69%
BDIFJ 57.80% 6.43% 11.60%
BDIGA 22.90% 84.36% 91.95%
BDIGB 15.10% 13.28% 45.59%
BDIGC 79.62% 35.07% 53.74%
BDIGD 99.65% 84.74% 23.92%
BDIGE 94.00% 70.43% 66.78%
BDIGF 46.71% 0.12% 58.59%
BDIGG 16.88% 63.36% 89.68%
BDIGH 39.19% 65.17% 65.20%
BDIGI 6.09% 33.85% 20.05%
BDIGJ 23.32% 56.25% 52.05%
BDIHA 18.46% 48.19% 20.63%
BDIHB 31.74% 93.78% 54.33%
BDIHC 66.81% 58.31% 69.43%
BDIHD 62.34% 93.02% 59.83%
BDIHE 43.55% 59.80% 70.26%
BDIHF 43.67% 29.17% 64.26%
BDIHG 17.81% 18.84% 21.75%
BDIHH 82.98% 94.84% 49.42%
BDIHI 27.62% 25.67% 88.62%
BDIHJ 83.87% 88.51% 94.71%
BDIIA 42.84% 9.14% 28.81%
BDIIB 47.40% 63.47% 47.27%
BDIIC 5.70% 43.68% 79.01%
BDIID 9.51% 3.50% 56.61%
BDIIE 80.10% 73.76% 29.73%
BDIIF 9.26% 48.80% 73.28%
BDIIG 38.90% 70.56% 27.74%
BDIIH 44.52% 30.76% 45.55%
BDIII 80.98% 19.37% 39.32%
BDIIJ 69.49% 24.87% 66.94%
BDIJA 78.63% 53.68% 61.59%
BDIJB 42.09% 11.74% 4.42%
BDIJC 85.77% 90.75% 62.61%
BDIJD 0.05% 58.14% 79.11%
BDIJE 73.81% 87.87% 88.62%
BDIJF 33.40% 71.94% 68.71%
BDIJG 3.95% 99.68% 88.76%
BDIJH 45.50% 56.01% 27.65%
BDIJI 64.88% 95.33% 82.96%
BDIJJ 89.75% 62.26% 63.94%
BDJAA 54.21% 34.63% 33.42%
BDJAB 65.95% 39.05% 12.04%
BDJAC 56.70% 12.45% 64.92%
BDJAD 25.62% 91.56% 50.68%
BDJAE 24.28% 80.17% 50.73%
BDJAF 96.22% 48.87% 35.32%
BDJAG 95.89% 37.62% 68.72%
BDJAH 51.89% 76.07% 83.46%
BDJAI 58.01% 59.02% 28.96%
BDJAJ 31.05% 22.95% 4.62%
BDJBA 65.69% 56.37% 94.37%
BDJBB 15.52% 79.20% 48.57%
BDJBC 27.97% 44.11% 14.52%
BDJBD 19.52% 5.57% 82.01%
BDJBE 99.69% 56.30% 18.41%
BDJBF 59.34% 2.41% 42.69%
BDJBG 7.75% 81.92% 38.90%
BDJBH 83.82% 76.17% 45.57%
BDJBI 53.62% 15.91% 8.25%
BDJBJ 76.58% 20.53% 66.26%
BDJCA 43.73% 14.89% 97.31%
BDJCB 22.93% 74.25% 73.78%
BDJCC 67.04% 99.56% 89.31%
BDJCD 72.62% 92.35% 17.27%
BDJCE 39.70% 10.76% 47.59%
BDJCF 52.90% 64.24% 58.06%
BDJCG 34.82% 3.14% 17.40%
BDJCH 21.77% 59.50% 35.94%
BDJCI 37.68% 67.75% 19.75%
BDJCJ 58.21% 44.79% 84.16%
BDJDA 83.89% 52.89% 60.73%
BDJDB 68.92% 26.66% 15.25%
BDJDC 68.48% 15.96% 38.18%
BDJDD 71.61% 44.03% 16.00%
BDJDE 93.16% 91.62% 88.62%
BDJDF 57.40% 49.67% 39.11%
BDJDG 71.33% 77.86% 92.01%
BDJDH 30.82% 13.79% 37.61%
BDJDI 9.36% 44.33% 59.38%
BDJDJ 54.15% 28.49% 7.84%
BDJEA 17.82% 0.00% 66.05%
BDJEB 44.49% 26.04% 60.72%
BDJEC 71.24% 64.22% 29.64%
BDJED 26.05% 80.23% 8.90%
BDJEE 17.66% 79.63% 91.30%
BDJEF 78.13% 18.73% 84.46%
BDJEG 66.77% 21.53% 41.85%
BDJEH 91.36% 69.93% 23.96%
BDJEI 46.47% 29.31% 54.78%
BDJEJ 85.75% 37.15% 74.93%
BDJFA 85.76% 13.99% 39.87%
BDJFB 11.79% 85.50% 57.69%
BDJFC 86.81% 25.92% 12.96%
BDJFD 77.82% 34.82% 95.00%
BDJFE 57.44% 36.91% 21.04%
BDJFF 86.97% 21.36% 49.50%
BDJFG 19.28% 74.00% 38.41%
BDJFH 89.21% 97.96% 5.17%
BDJFI 29.30% 63.52% 96.53%
BDJFJ 77.25% 38.45% 43.00%
BDJGA 2.02% 78.32% 28.74%
BDJGB 87.52% 36.00% 25.28%
BDJGC 13.44% 59.76% 47.87%
BDJGD 59.05% 54.75% 45.46%
BDJGE 95.96% 75.79% 23.27%
BDJGF 17.31% 36.07% 91.50%
BDJGG 2.09% 74.48% 78.46%
BDJGH 0.04% 79.66% 8.52%
BDJGI 63.57% 86.97% 97.74%
BDJGJ 12.80% 40.75% 37.82%
BDJHA 91.12% 80.29% 15.06%
BDJHB 37.90% 16.35% 17.08%
BDJHC 97.66% 75.01% 4.60%
BDJHD 63.19% 20.46% 28.83%
BDJHE 49.77% 43.73% 87.88%
BDJHF 85.84% 46.02% 94.63%
BDJHG 60.32% 24.47% 11.93%
BDJHH 50.76% 43.79% 24.82%
BDJHI 48.51% 41.52% 24.86%
BDJHJ 0.05% 79.34% 99.22%
BDJIA 80.34% 5.19% 12.01%
BDJIB 96.69% 22.27% 3.12%
BDJIC 71.70% 37.66% 51.82%
BDJID 2.94% 77.28% 60.26%
BDJIE 57.47% 65.16% 23.45%
BDJIF 3.48% 59.78% 73.22%
BDJIG 38.74% 82.50% 69.84%
BDJIH 82.53% 7.31% 40.94%
BDJII 34.83% 42.97% 91.70%
BDJIJ 24.96% 42.18% 51.00%
BDJJA 30.15% 64.99% 51.05%
BDJJB 63.21% 78.90% 31.38%
BDJJC 0.87% 30.71% 38.85%
BDJJD 88.94% 1.76% 21.33%
BDJJE 54.09% 25.21% 24.28%
BDJJF 24.65% 9.21% 92.54%
BDJJG 17.94% 89.84% 96.02%
BDJJH 36.04% 30.78% 34.75%
BDJJI 79.01% 22.47% 17.28%
BDJJJ 31.98% 84.26% 52.11%
BEAAA 7.75% 35.30% 77.07%
BEAAB 86.65% 77.47% 18.00%
BEAAC 28.15% 16.32% 81.22%
BEAAD 29.91% 48.44% 92.88%
BEAAE 55.12% 83.51% 81.81%
BEAAF 75.12% 76.04% 46.69%
BEAAG 64.95% 72.05% 82.13%
BEAAH 95.73% 6.80% 0.06%
BEAAI 28.99% 34.87% 36.11%
BEAAJ 13.24% 97.77% 25.90%
BEABA 59.34% 74.84% 68.67%
BEABB 36.80% 3.62% 76.42%
BEABC 63.91% 95.63% 63.07%
BEABD 23.14% 88.50% 91.22%
BEABE 6.64% 81.10% 31.91%
BEABF 93.48% 38.57% 97.82%
BEABG 76.31% 20.69% 72.93%
BEABH 93.90% 31.55% 48.66%
BEABI 28.76% 78.45% 55.18%
BEABJ 26.53% 4.34% 84.17%
BEACA 12.15% 83.81% 8.19%
BEACB 26.56% 60.22% 67.53%
BEACC 22.19% 34.07% 15.12%
BEACD 21.47% 36.07% 79.03%
BEACE 13.35% 67.98% 2.16%
BEACF 51.92% 65.79% 19.60%
BEACG 72.62% 49.50% 23.86%
BEACH 14.95% 98.17% 0.16%
BEACI 93.40% 53.34% 4.85%
BEACJ 97.74% 48.29% 33.61%
BEADA 81.54% 67.27% 70.93%
BEADB 52.55% 45.59% 93.87%
BEADC 86.62% 60.71% 20.43%
BEADD 22.69% 50.52% 42.62%
BEADE 1.45% 63.48% 74.88%
BEADF 67.25% 93.87% 88.24%
BEADG 16.74% 17.72% 40.15%
BEADH 25.69% 28.67% 23.55%
BEADI 89.82% 33.52% 38.50%
BEADJ 48.89% 77.93% 31.89%
BEAEA 16.16% 48.85% 40.42%
BEAEB 72.54% 42.72% 32.74%
BEAEC 44.03% 73.94% 85.29%
BEAED 94.55% 27.34% 82.70%
BEAEE 68.81% 2.21% 16.17%
BEAEF 62.67% 90.45% 17.62%
BEAEG 80.39% 41.39% 95.66%
BEAEH 19.85% 64.94% 12.40%
BEAEI 53.37% 14.23% 38.09%
BEAEJ 31.29% 46.12% 38.70%
BEAFA 80.15% 97.33% 87.59%
BEAFB 33.65% 30.07% 3.74%
BEAFC 18.37% 26.14% 87.07%
BEAFD 45.71% 8.83% 31.09%
BEAFE 47.92% 35.79% 36.43%
BEAFF 49.16% 53.42% 5.23%
BEAFG 90.55% 59.86% 67.91%
BEAFH 55.48% 72.26% 59.08%
BEAFI 69.71% 21.14% 78.93%
BEAFJ 26.62% 59.84% 43.09%
BEAGA 23.94% 47.42% 74.38%
BEAGB 64.80% 61.96% 65.31%
BEAGC 90.95% 49.02% 9.74%
BEAGD 10.56% 90.91% 28.11%
BEAGE 57.15% 27.33% 84.61%
BEAGF 21.35% 32.56% 32.53%
BEAGG 81.21% 11.25% 92.48%
BEAGH 64.26% 81.13% 83.02%
BEAGI 85.40% 70.84% 49.28%
BEAGJ 56.02% 13.92% 29.78%
BEAHA 14.22% 88.31% 56.40%
BEAHB 86.97% 64.40% 91.13%
BEAHC 46.78% 74.15% 55.93%
BEAHD 37.68% 13.04% 57.66%
BEAHE 65.01% 97.66% 79.01%
BEAHF 8.35% 40.97% 36.15%
BEAHG 30.40% 33.44% 57.50%
BEAHH 11.52% 16.45% 49.50%
BEAHI 82.36% 76.52% 13.75%
BEAHJ 7.07% 6.29% 99.15%
BEAIA 6.16% 73.48% 65.95%
BEAIB 70.56% 75.40% 90.96%
BEAIC 55.49% 31.32% 77.93%
BEAID 68.54% 99.77% 24.70%
BEAIE 66.19% 89.56% 62.38%
BEAIF 7.15% 36.50% 38.17%
BEAIG 51.38% 4.78% 46.52%
BEAIH 78.62% 54.28% 87.71%
BEAII 55.13% 68.03% 99.23%
BEAIJ 72.22% 77.96% 92.38%
BEAJA 45.69% 43.90% 99.45%
BEAJB 21.08% 45.65% 16.39%
BEAJC 63.19% 23.57% 86.95%
BEAJD 73.74% 48.27% 53.23%
BEAJE 63.30% 21.43% 21.76%
BEAJF 10.58% 70.39% 98.74%
BEAJG 15.36% 27.69% 16.67%
BEAJH 69.65% 15.40% 68.05%
BEAJI 37.67% 25.41% 57.45%
BEAJJ 26.42% 17.78% 12.57%
BEBAA 81.11% 28.01% 95.58%
BEBAB 26.75% 44.40% 52.06%
BEBAC 50.32% 42.14% 83.93%
BEBAD 9.37% 95.37% 47.12%
BEBAE 41.59% 17.12% 31.64%
BEBAF 11.97% 26.64% 5.72%
BEBAG 50.46% 43.31% 16.30%
BEBAH 65.86% 11.35% 31.67%
BEBAI 91.27% 68.80% 1.31%
BEBAJ 19.84% 92.16% 49.77%
BEBBA 47.85% 98.53% 76.19%
BEBBB 3.04% 50.58% 57.30%
BEBBC 45.18% 34.50% 94.84%
BEBBD 40.54% 92.41% 45.16%
BEBBE 68.45% 24.05% 65.32%
BEBBF 95.09% 29.77% 17.70%
BEBBG 38.39% 56.87% 40.46%
BEBBH 60.53% 88.54% 90.92%
BEBBI 40.11% 0.63% 56.77%
BEBBJ 43.05% 61.19% 58.83%
BEBCA 41.57% 37.38% 78.67%
BEBCB 92.15% 5.46% 37.30%
BEBCC 26.65% 11.08% 40.34%
BEBCD 19.05% 67.03% 96.31%
BEBCE 53.89% 32.35% 36.84%
BEBCF 94.46% 50.05% 16.07%
BEBCG 51.32% 90.51% 21.94%
BEBCH 50.64% 81.43% 71.12%
BEBCI 62.06% 48.98% 42.43%
BEBCJ 23.24% 18.59% 82.54%
BEBDA 71.41% 8.04% 36.38%
BEBDB 87.66% 45.35% 88.74%
BEBDC 98.75% 96.48% 80.89%
BEBDD 65.77% 92.79% 18.32%
BEBDE 98.12% 40.41% 48.16%
BEBDF 58.95% 56.49% 2.05%
BEBDG 60.25% 89.22% 7.29%
BEBDH 52.46% 60.34% 58.61%
BEBDI 12.22% 2.76% 20.03%
BEBDJ 30.82% 96.10% 82.09%
BEBEA 38.86% 43.26% 5.32%
BEBEB 95.00% 31.99% 76.74%
BEBEC 91.48% 12.87% 64.39%
BEBED 95.05% 41.98% 73.92%
BEBEE 35.45% 90.15% 39.69%
BEBEF 2.72% 2.98% 48.59%
BEBEG 91.95% 10.27% 7.54%
BEBEH 63.07% 79.67% 78.58%
BEBEI 76.62% 99.70% 31.03%
BEBEJ 72.71% 81.78% 43.25%
BEBFA 26.75% 97.89% 84.86%
BEBFB 58.75% 74.62% 34.51%
BEBFC 71.62% 49.80% 29.50%
BEBFD 24.39% 23.71% 31.76%
BEBFE 25.32% 63.40% 26.80%
BEBFF 28.30% 22.78% 73.05%
BEBFG 49.36% 41.11% 86.56%
BEBFH 29.02% 19.68% 89.29%
BEBFI 39.50% 50.71% 52.35%
BEBFJ 21.27% 4.74% 39.76%
BEBGA 19.15% 89.61% 12.46%
BEBGB 4.56% 24.11% 39.22%
BEBGC 54.36% 64.40% 8.75%
BEBGD 88.86% 96.17% 91.16%
BEBGE 63.05% 33.75% 15.54%
BEBGF 85.83% 17.58% 40.86%
BEBGG 26.93% 4.14% 79.95%
BEBGH 46.61% 4.21% 29.30%
BEBGI 8.10% 56.57% 69.11%
BEBGJ 12.84% 96.33% 8.60%
BEBHA 13.23% 19.57% 40.66%
BEBHB 37.34% 69.58% 59.82%
BEBHC 1.74% 78.33% 75.17%
BEBHD 8.69% 69.49% 29.52%
BEBHE 53.23% 95.82% 29.16%
BEBHF 81.61% 36.68% 92.21%
BEBHG 96.54% 16.62% 88.82%
BEBHH 0.74% 56.72% 15.74%
BEBHI 68.10% 25.82% 73.14%
BEBHJ 64.42% 45.22% 92.03%
BEBIA 94.79% 85.88% 4.87%
BEBIB 75.15% 56.48% 28.89%
BEBIC 64.27% 31.64% 66.24%
BEBID 44.54% 71.95% 78.77%
BEBIE 40.35% 1.11% 98.25%
BEBIF 87.82% 93.32% 51.47%
BEBIG 15.23% 92.93% 33.07%
BEBIH 71.95% 8.66% 40.39%
BEBII 8.55% 92.60% 41.14%
BEBIJ 64.56% 84.62% 9.23%
BEBJA 50.44% 0.27% 84.45%
BEBJB 6.91% 29.17% 90.02%
BEBJC 38.56% 6.19% 65.16%
BEBJD 10.50% 84.96% 40.21%
BEBJE 22.40% 83.20% 84.75%
BEBJF 15.72% 45.45% 35.89%
BEBJG 19.43% 89.32% 23.70%
BEBJH 28.09% 29.70% 38.93%
BEBJI 31.47% 70.84% 21.66%
BEBJJ 16.09% 90.87% 41.01%
BECAA 27.15% 75.31% 16.35%
BECAB 67.11% 65.32% 66.79%
BECAC 73.30% 30.47% 84.50%
BECAD 69.04% 81.48% 33.84%
BECAE 63.02% 66.22% 55.13%
BECAF 8.47% 2.10% 77.54%
BECAG 8.57% 36.60% 4.04%
BECAH 49.06% 86.32% 23.47%
BECAI 19.90% 18.77% 62.35%
BECAJ 10.76% 70.57% 93.83%
BECBA 96.86% 86.92% 20.70%
BECBB 62.17% 64.50% 47.85%
BECBC 3.42% 48.99% 14.96%
BECBD 84.90% 82.83% 99.05%
BECBE 61.91% 37.95% 68.09%
BECBF 64.01% 15.48% 31.10%
BECBG 11.39% 30.31% 50.36%
BECBH 97.72% 53.78% 58.93%
BECBI 27.27% 16.13% 7.99%
BECBJ 97.84% 9.95% 38.68%
BECCA 84.75% 41.44% 60.23%
BECCB 49.24% 89.29% 57.08%
BECCC 9.01% 15.03% 30.03%
BECCD 91.84% 14.08% 33.45%
BECCE 40.58% 92.96% 18.35%
BECCF 66.85% 24.05% 80.26%
BECCG 97.17% 74.42% 55.05%
BECCH 61.73% 33.34% 77.24%
BECCI 77.86% 52.12% 74.95%
BECCJ 98.60% 90.80% 2.21%
BECDA 40.03% 61.81% 10.83%
BECDB 40.11% 18.88% 95.58%
BECDC 55.14% 48.91% 55.61%
BECDD 80.01% 93.16% 64.62%
BECDE 72.96% 22.29% 56.46%
BECDF 7.80% 2.54% 7.82%
BECDG 82.22% 68.38% 74.67%
BECDH 26.34% 45.61% 82.62%
BECDI 89.26% 31.34% 44.35%
BECDJ 90.84% 44.34% 22.20%
BECEA 52.65% 55.17% 31.59%
BECEB 82.32% 50.75% 71.62%
BECEC 42.02% 6.35% 11.72%
BECED 35.17% 81.76% 66.87%
BECEE 57.46% 38.21% 57.66%
BECEF 70.79% 56.82% 41.41%
BECEG 49.95% 31.49% 49.21%
BECEH 95.57% 14.10% 42.21%
BECEI 37.69% 69.24% 68.55%
BECEJ 82.04% 2.23% 68.59%
BECFA 37.20% 33.82% 59.43%
BECFB 98.74% 5.43% 12.07%
BECFC 15.87% 17.16% 94.39%
BECFD 97.64% 94.82% 36.40%
BECFE 46.63% 63.26% 82.36%
BECFF 3.45% 4.66% 39.81%
BECFG 45.73% 53.87% 21.38%
BECFH 70.62% 96.08% 71.34%
BECFI 39.86% 75.42% 77.69%
BECFJ 42.09% 44.00% 15.37%
BECGA 75.91% 14.21% 8.19%
BECGB 81.34% 26.28% 56.19%
BECGC 9.28% 31.46% 54.92%
BECGD 14.88% 78.65% 70.80%
BECGE 78.15% 61.01% 79.22%
BECGF 82.81% 11.60% 25.84%
BECGG 47.47% 32.99% 29.29%
BECGH 54.33% 4.32% 75.02%
BECGI 40.53% 82.01% 56.43%
BECGJ 95.33% 8.16% 96.29%
BECHA 9.53% 16.36% 38.37%
BECHB 46.61% 72.55% 25.06%
BECHC 78.07% 38.25% 17.18%
BECHD 67.50% 19.83% 26.47%
BECHE 28.50% 99.05% 41.35%
BECHF 40.11% 35.68% 30.28%
BECHG 73.10% 75.76% 23.88%
BECHH 88.21% 61.57% 71.35%
BECHI 81.00% 17.99% 36.46%
BECHJ 89.16% 14.27% 77.00%
BECIA 16.30% 63.43% 83.11%
BECIB 99.64% 88.49% 3.42%
BECIC 48.68% 5.66% 50.03%
BECID 68.51% 42.92% 38.88%
BECIE 78.35% 95.07% 6.38%
BECIF 14.02% 25.34% 34.88%
BECIG 89.78% 49.22% 85.78%
BECIH 51.34% 31.35% 58.87%
BECII 80.12% 67.82% 47.07%
BECIJ 94.39% 55.60% 28.06%
BECJA 68.60% 49.49% 28.01%
BECJB 57.08% 52.91% 55.10%
BECJC 73.54% 13.73% 54.74%
BECJD 16.45% 52.61% 14.20%
BECJE 11.51% 69.78% 82.71%
BECJF 36.86% 15.45% 61.05%
BECJG 96.87% 1.22% 85.86%
BECJH 28.22% 60.10% 86.43%
BECJI 6.82% 17.95% 48.55%
BECJJ 62.42% 56.81% 28.67%
BEDAA 22.69% 95.61% 23.05%
BEDAB 75.60% 50.70% 91.66%
BEDAC 89.33% 16.22% 59.52%
BEDAD 52.73% 30.42% 33.05%
BEDAE 22.50% 23.92% 60.30%
BEDAF 37.95% 95.76% 71.81%
BEDAG 49.97% 81.62% 19.45%
BEDAH 10.06% 78.83% 27.11%
BEDAI 38.80% 27.37% 55.33%
BEDAJ 6.39% 56.04% 72.94%
BEDBA 1.99% 89.89% 46.14%
BEDBB 63.49% 92.33% 68.83%
BEDBC 90.50% 51.84% 44.42%
BEDBD 31.71% 95.69% 44.54%
BEDBE 55.63% 66.77% 8.05%
BEDBF 62.17% 49.36% 30.55%
BEDBG 43.78% 68.82% 79.30%
BEDBH 33.39% 6.71% 29.26%
BEDBI 60.77% 62.04% 50.11%
BEDBJ 16.80% 34.97% 99.70%
BEDCA 17.47% 81.11% 6.09%
BEDCB 9.79% 60.72% 18.87%
BEDCC 72.43% 5.13% 93.15%
BEDCD 78.90% 60.46% 94.44%
BEDCE 45.66% 68.51% 26.14%
BEDCF 95.02% 9.85% 81.77%
BEDCG 74.62% 89.15% 43.93%
BEDCH 81.33% 29.19% 98.51%
BEDCI 54.15% 79.30% 31.89%
BEDCJ 89.12% 89.78% 3.44%
BEDDA 81.01% 6.65% 20.25%
BEDDB 41.72% 36.32% 48.51%
BEDDC 57.65% 29.46% 58.31%
BEDDD 28.89% 34.68% 30.73%
BEDDE 97.41% 60.82% 20.41%
BEDDF 18.04% 53.37% 66.07%
BEDDG 7.18% 8.09% 61.08%
BEDDH 47.16% 17.38% 35.70%
BEDDI 37.24% 60.06% 17.02%
BEDDJ 27.01% 63.51% 71.18%
BEDEA 33.67% 94.55% 71.08%
BEDEB 80.78% 43.05% 62.88%
BEDEC 21.02% 12.14% 15.38%
BEDED 55.71% 42.87% 83.82%
BEDEE 16.52% 74.07% 12.71%
